locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKFGLIEL_00362	CDS	1782	ade_1	3.5.4.2	COG1001	Adenine deaminase
NKFGLIEL_00363	CDS	1338	pbuG_1		COG2252	Guanine/hypoxanthine permease PbuG
NKFGLIEL_00364	CDS	1017		3.5.4.2	COG1816	Adenine deaminase
NKFGLIEL_00365	CDS	1164				hypothetical protein
NKFGLIEL_00366	CDS	813				hypothetical protein
NKFGLIEL_00367	CDS	630		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
NKFGLIEL_00368	CDS	777	xynR_1		COG1414	HTH-type transcriptional regulator XynR
NKFGLIEL_00369	CDS	1137	mdtA_1			Multidrug resistance protein MdtA
NKFGLIEL_00370	CDS	246				hypothetical protein
NKFGLIEL_00371	CDS	591	recR		COG0353	Recombination protein RecR
NKFGLIEL_00372	CDS	321			COG0718	Nucleoid-associated protein
NKFGLIEL_00373	CDS	1944	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
NKFGLIEL_00374	CDS	1092				hypothetical protein
NKFGLIEL_00375	CDS	1551	rocB		COG4187	Protein RocB
NKFGLIEL_00376	CDS	450				hypothetical protein
NKFGLIEL_00377	CDS	591				hypothetical protein
NKFGLIEL_00378	CDS	588				hypothetical protein
NKFGLIEL_00379	CDS	1149	sfsA			Sugar fermentation stimulation protein A
NKFGLIEL_00380	CDS	891	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
NKFGLIEL_00381	CDS	840	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
NKFGLIEL_00382	CDS	840	rhaS			HTH-type transcriptional activator RhaS
NKFGLIEL_00383	CDS	2280	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
NKFGLIEL_00384	CDS	1341	gltA	2.3.3.16	COG0372	Citrate synthase
NKFGLIEL_00385	CDS	996	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
NKFGLIEL_00386	CDS	315	atl		COG3695	DNA base-flipping protein
NKFGLIEL_00387	CDS	708	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
NKFGLIEL_00388	CDS	957	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
NKFGLIEL_00389	CDS	750				hypothetical protein
NKFGLIEL_00390	CDS	534				hypothetical protein
NKFGLIEL_00391	CDS	1350				hypothetical protein
NKFGLIEL_00392	CDS	807				hypothetical protein
NKFGLIEL_00393	CDS	1920	gyrB	5.6.2.3	COG0187	DNA gyrase subunit B
NKFGLIEL_00394	CDS	246				hypothetical protein
NKFGLIEL_00395	CDS	879				hypothetical protein
NKFGLIEL_00396	CDS	1089	recF_1		COG1195	DNA replication and repair protein RecF
NKFGLIEL_00397	CDS	219				hypothetical protein
NKFGLIEL_00398	CDS	1203	dnaN		COG0592	Beta sliding clamp
NKFGLIEL_00399	CDS	1611	dnaA			Chromosomal replication initiator protein DnaA
NKFGLIEL_00400	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
NKFGLIEL_00401	CDS	687	yidC		COG0706	Membrane protein insertase YidC
NKFGLIEL_00402	CDS	852				hypothetical protein
NKFGLIEL_00403	CDS	1380	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
NKFGLIEL_00404	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
NKFGLIEL_00405	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
NKFGLIEL_00406	CDS	1041				hypothetical protein
NKFGLIEL_00407	CDS	1287	yhjX			putative MFS-type transporter YhjX
NKFGLIEL_00408	CDS	765	lacR			Lactose phosphotransferase system repressor
NKFGLIEL_00409	CDS	906	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
NKFGLIEL_00410	CDS	2013	fruA		COG1299	PTS system fructose-specific EIIABC component
NKFGLIEL_00411	CDS	258	ptsH			Phosphocarrier protein HPr
NKFGLIEL_00412	CDS	1632	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NKFGLIEL_00413	CDS	1038				hypothetical protein
NKFGLIEL_00414	CDS	915				hypothetical protein
NKFGLIEL_00415	CDS	1032	kdgT_1			2-keto-3-deoxygluconate permease
NKFGLIEL_00416	CDS	633	ligK_2	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipate aldolase
NKFGLIEL_00417	CDS	1254	hacA_3	4.2.1.36	COG0065	Homoaconitase large subunit
NKFGLIEL_00418	CDS	498	hacB_2	4.2.1.36	COG0066	Homoaconitase small subunit
NKFGLIEL_00419	CDS	1125	hacA_4	4.2.1.36	COG0065	Homoaconitase large subunit
NKFGLIEL_00420	CDS	1866	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_00421	CDS	1206	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NKFGLIEL_00422	CDS	3534		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
NKFGLIEL_00423	CDS	954				hypothetical protein
NKFGLIEL_00424	CDS	1254		1.1.1.38		NAD-dependent malic enzyme
NKFGLIEL_00425	CDS	807	glnH_3		COG0834	Glutamine-binding periplasmic protein
NKFGLIEL_00426	CDS	1407				hypothetical protein
NKFGLIEL_00427	CDS	1146				hypothetical protein
NKFGLIEL_00428	CDS	1107	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
NKFGLIEL_00429	CDS	654				hypothetical protein
NKFGLIEL_00430	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
NKFGLIEL_00431	CDS	1104	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NKFGLIEL_00432	CDS	279				hypothetical protein
NKFGLIEL_00433	CDS	2874	kdpB	3.6.3.12		Potassium-transporting ATPase ATP-binding subunit
NKFGLIEL_00434	CDS	351				hypothetical protein
NKFGLIEL_00435	CDS	429				hypothetical protein
NKFGLIEL_00436	CDS	426				hypothetical protein
NKFGLIEL_00437	CDS	735				hypothetical protein
NKFGLIEL_00438	CDS	1110		1.-.-.-		NADH oxidase
NKFGLIEL_00439	CDS	453				hypothetical protein
NKFGLIEL_00440	CDS	582				hypothetical protein
NKFGLIEL_00441	CDS	234				hypothetical protein
NKFGLIEL_00442	CDS	822				IS3 family transposase ISCARN64
NKFGLIEL_00443	CDS	282				hypothetical protein
NKFGLIEL_00444	CDS	219				hypothetical protein
NKFGLIEL_00445	CDS	309				hypothetical protein
NKFGLIEL_00446	CDS	240				hypothetical protein
NKFGLIEL_00447	CDS	117				hypothetical protein
NKFGLIEL_00448	CDS	456				hypothetical protein
NKFGLIEL_00449	CDS	555				hypothetical protein
NKFGLIEL_00450	CDS	339				hypothetical protein
NKFGLIEL_00451	CDS	252				hypothetical protein
NKFGLIEL_00452	CDS	507				hypothetical protein
NKFGLIEL_00453	CDS	849				hypothetical protein
NKFGLIEL_00454	CDS	7428				hypothetical protein
NKFGLIEL_00455	CDS	2622				hypothetical protein
NKFGLIEL_00456	CDS	771				hypothetical protein
NKFGLIEL_00457	CDS	555				hypothetical protein
NKFGLIEL_00458	CDS	2265				hypothetical protein
NKFGLIEL_00459	CDS	597				hypothetical protein
NKFGLIEL_00460	CDS	159				hypothetical protein
NKFGLIEL_00461	CDS	354				hypothetical protein
NKFGLIEL_00462	CDS	1008				hypothetical protein
NKFGLIEL_00463	CDS	672				hypothetical protein
NKFGLIEL_00464	CDS	357				hypothetical protein
NKFGLIEL_00465	CDS	1743				hypothetical protein
NKFGLIEL_00466	CDS	255				hypothetical protein
NKFGLIEL_00467	CDS	2451				hypothetical protein
NKFGLIEL_00468	CDS	600				hypothetical protein
NKFGLIEL_00469	CDS	189				hypothetical protein
NKFGLIEL_00470	CDS	480				hypothetical protein
NKFGLIEL_00471	CDS	207				hypothetical protein
NKFGLIEL_00472	CDS	225				hypothetical protein
NKFGLIEL_00473	CDS	300				hypothetical protein
NKFGLIEL_00474	CDS	825				hypothetical protein
NKFGLIEL_00475	CDS	234				hypothetical protein
NKFGLIEL_00476	CDS	327				hypothetical protein
NKFGLIEL_00477	CDS	99				hypothetical protein
NKFGLIEL_00478	CDS	180				hypothetical protein
NKFGLIEL_00479	CDS	102				hypothetical protein
NKFGLIEL_00480	CDS	195				hypothetical protein
NKFGLIEL_00481	CDS	447				hypothetical protein
NKFGLIEL_00482	CDS	645				hypothetical protein
NKFGLIEL_00483	CDS	1089				hypothetical protein
NKFGLIEL_00484	CDS	870				hypothetical protein
NKFGLIEL_00485	CDS	186				hypothetical protein
NKFGLIEL_00486	CDS	996				hypothetical protein
NKFGLIEL_00487	CDS	1074	xerC_2			Tyrosine recombinase XerC
NKFGLIEL_00488	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
NKFGLIEL_00489	CDS	657				hypothetical protein
NKFGLIEL_00490	CDS	777	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
NKFGLIEL_00491	CDS	942	spo0J		COG1475	Stage 0 sporulation protein J
NKFGLIEL_00492	CDS	525				hypothetical protein
NKFGLIEL_00493	CDS	945				hypothetical protein
NKFGLIEL_00494	CDS	1233				hypothetical protein
NKFGLIEL_00495	CDS	147				hypothetical protein
NKFGLIEL_00496	CDS	867	fieF_1		COG0053	Ferrous-iron efflux pump FieF
NKFGLIEL_00497	CDS	720				hypothetical protein
NKFGLIEL_00498	CDS	555	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
NKFGLIEL_00499	CDS	1212				hypothetical protein
NKFGLIEL_00500	CDS	435	slyA_1		COG1846	Transcriptional regulator SlyA
NKFGLIEL_00501	CDS	948	hpr_1	1.1.1.81	COG1052	Hydroxypyruvate reductase
NKFGLIEL_00502	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
NKFGLIEL_00503	CDS	1602	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NKFGLIEL_00504	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
NKFGLIEL_00505	CDS	1281	sauU_1			putative sulfoacetate transporter SauU
NKFGLIEL_00506	CDS	702		3.5.2.20	COG1878	Isatin hydrolase
NKFGLIEL_00507	CDS	678	kynB_1	3.5.1.9		Kynurenine formamidase
NKFGLIEL_00508	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
NKFGLIEL_00509	CDS	684	rspR_3		COG1802	HTH-type transcriptional repressor RspR
NKFGLIEL_00510	CDS	675	rspR_4		COG1802	HTH-type transcriptional repressor RspR
NKFGLIEL_00511	CDS	1152				hypothetical protein
NKFGLIEL_00512	CDS	1182	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
NKFGLIEL_00513	CDS	1188		3.5.1.47		N-acetyldiaminopimelate deacetylase
NKFGLIEL_00514	CDS	1878	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_00515	CDS	1779				hypothetical protein
NKFGLIEL_00516	CDS	579				hypothetical protein
NKFGLIEL_00517	CDS	1194	oxlT			Oxalate:formate antiporter
NKFGLIEL_00518	CDS	1185	aspC_1	2.6.1.1	COG0436	Aspartate aminotransferase
NKFGLIEL_00519	CDS	1338		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
NKFGLIEL_00520	CDS	708				hypothetical protein
NKFGLIEL_00521	CDS	168				hypothetical protein
NKFGLIEL_00522	CDS	1956	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
NKFGLIEL_00523	CDS	1152	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
NKFGLIEL_00524	CDS	1875	norR_4			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_00525	CDS	1782				hypothetical protein
NKFGLIEL_00526	CDS	591				hypothetical protein
NKFGLIEL_00527	CDS	1158	cpg2	3.4.17.11		Carboxypeptidase G2
NKFGLIEL_00528	CDS	1656				hypothetical protein
NKFGLIEL_00529	CDS	1398				hypothetical protein
NKFGLIEL_00530	CDS	828				hypothetical protein
NKFGLIEL_00531	CDS	1287				hypothetical protein
NKFGLIEL_00532	CDS	1863	norR_5			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_00533	CDS	1203	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NKFGLIEL_00534	CDS	909	yngG_1	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
NKFGLIEL_00535	CDS	1782				hypothetical protein
NKFGLIEL_00536	CDS	576				hypothetical protein
NKFGLIEL_00537	CDS	759				hypothetical protein
NKFGLIEL_00538	CDS	1287	rpoN		COG1508	RNA polymerase sigma-54 factor
NKFGLIEL_00539	CDS	453	dfx_1	1.15.1.2	COG2033	Desulfoferrodoxin
NKFGLIEL_00540	CDS	549	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
NKFGLIEL_00541	tRNA	75				tRNA-Gly(gcc)
NKFGLIEL_00542	tRNA	76				tRNA-Asn(gtt)
NKFGLIEL_00543	tRNA	75				tRNA-Gln(ctg)
NKFGLIEL_00544	tRNA	76				tRNA-Lys(ttt)
NKFGLIEL_00545	tRNA	75				tRNA-Glu(ttc)
NKFGLIEL_00546	tRNA	76				tRNA-Val(tac)
NKFGLIEL_00547	CDS	453				hypothetical protein
NKFGLIEL_00548	CDS	1530				hypothetical protein
NKFGLIEL_00549	CDS	804				hypothetical protein
NKFGLIEL_00550	CDS	1236				hypothetical protein
NKFGLIEL_00551	CDS	1332	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
NKFGLIEL_00552	CDS	603				hypothetical protein
NKFGLIEL_00553	CDS	171				hypothetical protein
NKFGLIEL_00554	CDS	840				hypothetical protein
NKFGLIEL_00555	CDS	468				hypothetical protein
NKFGLIEL_00556	CDS	966	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NKFGLIEL_00557	CDS	1050				hypothetical protein
NKFGLIEL_00558	tRNA	76				tRNA-Ala(cgc)
NKFGLIEL_00559	CDS	273				hypothetical protein
NKFGLIEL_00560	CDS	249				hypothetical protein
NKFGLIEL_00561	CDS	1662	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NKFGLIEL_00562	CDS	690	rspR_5		COG1802	HTH-type transcriptional repressor RspR
NKFGLIEL_00563	CDS	762	garL_1	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
NKFGLIEL_00564	CDS	90				hypothetical protein
NKFGLIEL_00565	CDS	1212				hypothetical protein
NKFGLIEL_00566	CDS	906		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
NKFGLIEL_00567	CDS	1359		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
NKFGLIEL_00568	CDS	1653	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NKFGLIEL_00569	CDS	1260				hypothetical protein
NKFGLIEL_00570	CDS	507	ilvH_1	2.2.1.6	COG0440	Acetolactate synthase small subunit
NKFGLIEL_00571	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
NKFGLIEL_00572	CDS	1008	ilvC_1	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
NKFGLIEL_00573	CDS	198				hypothetical protein
NKFGLIEL_00574	CDS	1200	der_2			GTPase Der
NKFGLIEL_00575	CDS	567	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
NKFGLIEL_00576	CDS	3513		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
NKFGLIEL_00577	CDS	441				hypothetical protein
NKFGLIEL_00578	CDS	1392		1.18.1.2		Ferredoxin--NADP reductase
NKFGLIEL_00579	CDS	1734	proS	6.1.1.15		Proline--tRNA ligase
NKFGLIEL_00580	CDS	1293	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NKFGLIEL_00581	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
NKFGLIEL_00582	CDS	1167	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
NKFGLIEL_00583	CDS	1272	sauU_2			putative sulfoacetate transporter SauU
NKFGLIEL_00584	CDS	1023	selD	2.7.9.3	COG0709	Selenide, water dikinase
NKFGLIEL_00585	CDS	597				hypothetical protein
NKFGLIEL_00586	CDS	264				hypothetical protein
NKFGLIEL_00587	CDS	2079				hypothetical protein
NKFGLIEL_00588	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
NKFGLIEL_00589	CDS	612				hypothetical protein
NKFGLIEL_00590	CDS	576	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
NKFGLIEL_00591	CDS	3744	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
NKFGLIEL_00592	CDS	285	rpsF		COG0360	30S ribosomal protein S6
NKFGLIEL_00593	CDS	462				Single-stranded DNA-binding protein
NKFGLIEL_00594	CDS	231	rpsR			30S ribosomal protein S18
NKFGLIEL_00595	CDS	939		2.7.1.-	COG1597	Putative lipid kinase
NKFGLIEL_00596	CDS	1614	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
NKFGLIEL_00597	CDS	285	garD_1	4.2.1.42		Galactarate dehydratase (L-threo-forming)
NKFGLIEL_00598	CDS	1161	suyB_1	4.4.1.24	COG2721	(2R)-sulfolactate sulfo-lyase subunit beta
NKFGLIEL_00599	CDS	762	garL_2	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
NKFGLIEL_00600	CDS	1449	abfD_1	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
NKFGLIEL_00601	CDS	297				hypothetical protein
NKFGLIEL_00602	CDS	1320	ttuB_1			Putative tartrate transporter
NKFGLIEL_00603	CDS	1410		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NKFGLIEL_00604	CDS	771	kdgR_1		COG1414	Transcriptional regulator KdgR
NKFGLIEL_00605	CDS	759	fabG2_1	1.-.-.-		putative oxidoreductase
NKFGLIEL_00606	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
NKFGLIEL_00607	CDS	1266	ttuB_2			Putative tartrate transporter
NKFGLIEL_00608	CDS	1683	ilvD_3	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NKFGLIEL_00609	CDS	1320				hypothetical protein
NKFGLIEL_00610	CDS	1722	ilvD_4	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NKFGLIEL_00611	CDS	804	kdgR_2		COG1414	Transcriptional regulator KdgR
NKFGLIEL_00612	CDS	1140		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
NKFGLIEL_00613	CDS	417	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
NKFGLIEL_00614	CDS	1452	abfD_2	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
NKFGLIEL_00615	CDS	1302	gudP_1			putative glucarate transporter
NKFGLIEL_00616	CDS	1677	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
NKFGLIEL_00617	CDS	945		2.4.-.-		putative glycosyltransferase
NKFGLIEL_00618	CDS	2394				hypothetical protein
NKFGLIEL_00619	CDS	1176	fsr_1			Fosmidomycin resistance protein
NKFGLIEL_00620	CDS	396				hypothetical protein
NKFGLIEL_00621	CDS	435				hypothetical protein
NKFGLIEL_00622	CDS	855		4.3.2.3		Ureidoglycolate lyase
NKFGLIEL_00623	CDS	468	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
NKFGLIEL_00624	CDS	933				hypothetical protein
NKFGLIEL_00625	CDS	2139	btuB_1			Vitamin B12 transporter BtuB
NKFGLIEL_00626	CDS	1398				hypothetical protein
NKFGLIEL_00627	CDS	831				hypothetical protein
NKFGLIEL_00628	CDS	2211	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
NKFGLIEL_00629	CDS	555	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
NKFGLIEL_00630	CDS	1170	yxeP_2	3.-.-.-	COG1473	putative hydrolase YxeP
NKFGLIEL_00631	CDS	1209				hypothetical protein
NKFGLIEL_00632	CDS	1209				hypothetical protein
NKFGLIEL_00633	CDS	564	mntP		COG1971	putative manganese efflux pump MntP
NKFGLIEL_00634	CDS	897	yicL_2		COG0697	putative inner membrane transporter YicL
NKFGLIEL_00635	CDS	1089				hypothetical protein
NKFGLIEL_00636	CDS	1929	norR_6			Anaerobic nitric oxide reductase transcription regulator NorR
NKFGLIEL_00637	CDS	1287	ttuB_3			Putative tartrate transporter
NKFGLIEL_00638	CDS	672	kynB_2	3.5.1.9		Kynurenine formamidase
NKFGLIEL_00639	CDS	1005	pdxA2_2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
NKFGLIEL_00640	CDS	1398	mdtK			Multidrug resistance protein MdtK
NKFGLIEL_00641	CDS	867	melR			Melibiose operon regulatory protein
NKFGLIEL_00642	CDS	777	ydaD	1.-.-.-		General stress protein 39
NKFGLIEL_00643	CDS	1245	fucP		COG0738	L-fucose-proton symporter
NKFGLIEL_00644	CDS	783				hypothetical protein
NKFGLIEL_00645	CDS	1851	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
NKFGLIEL_00646	CDS	537				hypothetical protein
NKFGLIEL_00647	CDS	1038	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
NKFGLIEL_00648	CDS	474	nudI	3.6.1.23		Nucleoside triphosphatase NudI
NKFGLIEL_00649	CDS	1458	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
NKFGLIEL_00650	CDS	678	tmk	2.7.4.9	COG0125	Thymidylate kinase
NKFGLIEL_00651	CDS	993				hypothetical protein
NKFGLIEL_00652	CDS	843				hypothetical protein
NKFGLIEL_00653	CDS	735	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
NKFGLIEL_00654	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
NKFGLIEL_00655	CDS	1938	metG	6.1.1.10		Methionine--tRNA ligase
NKFGLIEL_00656	CDS	777	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
NKFGLIEL_00657	CDS	279				hypothetical protein
NKFGLIEL_00658	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
NKFGLIEL_00659	CDS	876	cysL		COG0583	HTH-type transcriptional regulator CysL
NKFGLIEL_00660	CDS	693				hypothetical protein
NKFGLIEL_00661	CDS	1011				hypothetical protein
NKFGLIEL_00662	CDS	1230				hypothetical protein
NKFGLIEL_00663	CDS	786				hypothetical protein
NKFGLIEL_00664	CDS	924	gltC_2			HTH-type transcriptional regulator GltC
NKFGLIEL_00665	CDS	1347	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
NKFGLIEL_00666	CDS	852				hypothetical protein
NKFGLIEL_00667	CDS	1158				hypothetical protein
NKFGLIEL_00668	CDS	324	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
NKFGLIEL_00669	CDS	1431				IS3 family transposase IS1353
NKFGLIEL_00670	CDS	894	oxyR			Hydrogen peroxide-inducible genes activator
NKFGLIEL_00671	CDS	111				hypothetical protein
NKFGLIEL_00672	CDS	1326				hypothetical protein
NKFGLIEL_00673	CDS	1389				hypothetical protein
NKFGLIEL_00674	CDS	1758	glmS_2	5.4.99.1		Glutamate mutase sigma subunit
NKFGLIEL_00675	CDS	1758	glmS_3	5.4.99.1		Glutamate mutase sigma subunit
NKFGLIEL_00676	CDS	1194				hypothetical protein
NKFGLIEL_00677	CDS	546	porC	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
NKFGLIEL_00678	CDS	303		1.2.7.10		Oxalate oxidoreductase subunit delta
NKFGLIEL_00679	CDS	1182	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
NKFGLIEL_00680	CDS	894	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
NKFGLIEL_00681	CDS	1449	abfD_3	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
NKFGLIEL_00682	CDS	762	xynR_2		COG1414	HTH-type transcriptional regulator XynR
NKFGLIEL_00683	CDS	1188	aspC_2	2.6.1.1	COG0436	Aspartate aminotransferase
NKFGLIEL_00684	CDS	879	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
NKFGLIEL_00685	CDS	1212	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
NKFGLIEL_00686	CDS	1365	rarA		COG2256	Replication-associated recombination protein A
NKFGLIEL_00687	CDS	744	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
NKFGLIEL_00688	CDS	759	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
NKFGLIEL_00689	CDS	1548	gsiB		COG0747	Glutathione-binding protein GsiB
NKFGLIEL_00690	CDS	816	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
NKFGLIEL_00691	CDS	939	nikB		COG0601	Nickel transport system permease protein NikB
NKFGLIEL_00692	CDS	744	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NKFGLIEL_00693	CDS	948	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NKFGLIEL_00694	CDS	756	ubiE_3	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NKFGLIEL_00695	CDS	756	ymdB_2	3.5.1.-		O-acetyl-ADP-ribose deacetylase
NKFGLIEL_00696	CDS	813				hypothetical protein
NKFGLIEL_00697	CDS	1119				hypothetical protein
NKFGLIEL_00698	CDS	864				hypothetical protein
NKFGLIEL_00699	CDS	1095	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NKFGLIEL_00700	CDS	729	lutR		COG2186	HTH-type transcriptional regulator LutR
NKFGLIEL_00701	CDS	831	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
NKFGLIEL_00702	CDS	936	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
NKFGLIEL_00703	CDS	1344	ttuB_4			Putative tartrate transporter
NKFGLIEL_00704	CDS	759	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NKFGLIEL_00705	CDS	1029	gutB	1.1.1.14	COG1063	Sorbitol dehydrogenase
NKFGLIEL_00706	CDS	966	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
NKFGLIEL_00707	CDS	510				hypothetical protein
NKFGLIEL_00708	CDS	840				hypothetical protein
NKFGLIEL_00709	CDS	1083				hypothetical protein
NKFGLIEL_00710	CDS	1374				PTS system EIIBC component
NKFGLIEL_00711	CDS	921	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
NKFGLIEL_00712	tRNA	77				tRNA-Arg(cct)
NKFGLIEL_00713	CDS	1365	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NKFGLIEL_00714	CDS	564				hypothetical protein
NKFGLIEL_00715	CDS	558	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
NKFGLIEL_00716	CDS	645				hypothetical protein
NKFGLIEL_00717	CDS	645				hypothetical protein
NKFGLIEL_00718	CDS	639				hypothetical protein
NKFGLIEL_00719	CDS	3534		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
